externalId,section,description,shortDescription,nibrsUCRCodes,source,validFromTime,validToTime,severity,code,summaryCode,cjisCode,hierarchyNumber,UCR,offenseCategories,chargeType,stateOffenseCode,NCICOffenseCodes
CHG00001161,18-10-105,POSSESSION OF GAMBLING DEVICE OR RECORD,POSSESSION OF GAMBLING DEVICE OR RECORD,39C,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,3908,,3908,GENERAL,BOTH,,
CHG00001162,18-5-402,RIGGING PUBLICLY EXHIBITED,RIGGING PUBLICLY EXHIBITED,39D,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,3919,,3919,GENERAL,BOTH,,
CHG00001163,33-6-125,POSSESSION OF LOADED FIREARM IN A MOTOR VEHICLE,POSSESSION OF LOADED FIREARM IN A MOTOR VEHICLE,520,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Society,,5212,,5212,GENERAL,BOTH,,
CHG00001164,42-4-1503,OPERATING MOTORCYCLES ON ROADWAYS LANED FOR TRAFFIC,OPERATING MOTORCYCLES ON ROADWAYS LANED FOR TRAFFIC,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5405,,5405,,BOTH,,
CHG00001165,18-7-406,PATRONIZING A PROSTITUTED CHILD,PATRONIZING A PROSTITUTED CHILD,40B,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Society,,4007,,4007,SVU,BOTH,,
CHG00001166,18-7-405.5,INDUCEMENT OF CHILD PROSTITUTION,INDUCEMENT OF CHILD PROSTITUTION,40B,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Society,,4007,,4007,SVU,BOTH,,
CHG00001167,42-4-512,LIABILITY FOR DAMAGE TO HIGHWAY,LIABILITY FOR DAMAGE TO HIGHWAY,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,TRAFFIC,BOTH,,
CHG00001168,42-4-504,HEIGHT AND LENGTH OF VEHICLE,HEIGHT AND LENGTH OF VEHICLE,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00001169,18-7-109,POSTING/POSSESSION/OR EXCHANGE OF A PRIVATE IMAGE BY JUV,POSTING/POSSESSION/OR EXCHANGE OF A PRIVATE IMAGE BY JUV,370,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,3701,,3701,SVU,BOTH,,
CHG00001170,42-3-304(8)(A),TRANSPORTER MISUSED IN-TRANSIT PLATE,TRANSPORTER MISUSED IN-TRANSIT PLATE,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00001171,8-4-114,WAGE THEFT,WAGE THEFT,23H,S,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Property,,2399,,2399,SVU,BOTH,,
CHG00001172,18-4-401(2)(B),SHOPLIFTING $300 AND UNDER,SHOPLIFTING $300 AND UNDER,23C,S,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Property,,2303,,2303,GENERAL,BOTH,,
CHG00001173,18-4-401(2)(C),SHOPLIFTING $300 - <$750,SHOPLIFTING $300 - <$750,23C,S,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Property,,2303,,2303,GENERAL,BOTH,,
CHG00001174,18-4-401(2)(D),SHOPLIFTING $300 - <$750,SHOPLIFTING $300 - <$750,23C,S,2001-01-01T07:00:00Z,2023-01-01T07:00:00Z,MISDEMEANOR,Property,,2303,,2303,GENERAL,BOTH,,
CHG00001175,18-4-401(2)(E),SHOPLIFTING $750 - <$2000,SHOPLIFTING $750 - <$2000,23C,S,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Property,,2303,,2303,GENERAL,BOTH,,
CHG00001176,18-4-401(2)(F),SHOPLIFTING $2000 - <$5000,SHOPLIFTING $2000 - <$5000,23C,S,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Property,,2303,,2303,GENERAL,BOTH,,
CHG00001177,18-4-401(2)(G),SHOPLIFTING $5000 - <$20000,SHOPLIFTING $5000 - <$20000,23C,S,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Property,,2303,,2303,GENERAL,BOTH,,
CHG00001178,18-18-403.5,UNLAWFUL POSSESSION OF METHAMPHETAMINE,UNLAWFUL POSSESSION OF METHAMPHETAMINE,35A,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Society,,3572,,3572,DTF,BOTH,,
CHG00001179,18-18-403.5,UNLAWFUL POSSESSION OF COCAINE,UNLAWFUL POSSESSION OF COCAINE,35A,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Society,,3532,,3532,DTF,BOTH,,
CHG00001180,18-18-403.5,UNLAWFUL POSSESSION OF HEROIN/FENTANYL - FEL,UNLAWFUL POSSESSION OF HEROIN/FENTANYL - FEL,35A,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Society,,3512,,3512,DTF,BOTH,,
CHG00001181,18-18-403.5,UNLAWFUL POSSESSION OF HALLUCINOGEN,UNLAWFUL POSSESSION OF HALLUCINOGEN,35A,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Society,,3504,,3504,DTF,BOTH,,
CHG00001182,18-18-403.5,UNLAWFUL POSSESSION OF SYNTHETIC NARCOTIC,UNLAWFUL POSSESSION OF SYNTHETIC NARCOTIC,35A,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Society,,3542,,3542,DTF,BOTH,,
CHG00001183,42-4-705,OPERATION OF VEHICLE APPROACHED BY EMERGENCY VEHICLE,OPERATION OF VEHICLE APPROACHED BY EMERGENCY VEHICLE,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5405,,5405,,BOTH,,
CHG00001184,5-6-5,JUVENILE CURFEW,JUVENILE CURFEW,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,,BOTH,,
CHG00001185,18-3-203(1)(H),ASSAULT-SECOND DEGREE-INTENT TO HARM WITH BODILY FLUIDS - FEL,ASSAULT-SECOND DEGREE-INTENT TO HARM WITH BODILY FLUIDS - FEL,13A,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Person,,1311,,1311,MCU,BOTH,,
CHG00001186,42-4-503,PROJECTING LOADS ON PASSENGER VEHICLES,PROJECTING LOADS ON PASSENGER VEHICLES,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00001187,6-1-11,LIMITATION ON LETHAL MEANS OF CONTROL FOR PRAIRIE DOGS,LIMITATION ON LETHAL MEANS OF CONTROL FOR PRAIRIE DOGS,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,ANIMAL_CONT,BOTH,,
CHG00001188,42-4-1307(5),DUI/DWAI 2ND OFFENSE-DRUGS,DUI/DWAI 2ND OFFENSE-DRUGS,90D,,2001-01-01T07:00:00Z,2020-10-14T07:00:00Z,MISDEMEANOR,Society,,5403,,5403,TRAFFIC,BOTH,,
CHG00001189,42-4-1307(6),DUI/DWAI 3RD AND SUBSEQUENT OFFENSES-DRUGS,DUI/DWAI 3RD AND SUBSEQUENT OFFENSES-DRUGS,90D,,2001-01-01T07:00:00Z,2020-10-14T07:00:00Z,MISDEMEANOR,Society,,5403,,5403,,BOTH,,
CHG00001190,19-2-502,TAKING JUVENILE INTO CUSTODY,TAKING JUVENILE INTO CUSTODY,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,9999,,9999,SVU,BOTH,,
CHG00001191,42-4-1402.5,VULNERABLE ROAD USER,VULNERABLE ROAD USER,NOT_APPLICABLE,S,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5405,,5405,,BOTH,,
CHG00001192,12-235-115,UNAUTHORIZED PRACTICE,UNAUTHORIZED PRACTICE,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,MCU,BOTH,,
CHG00001193,42-2-103,OPERATE LOW POWER SCOOTER WITHOUT LICENSE,OPERATE LOW POWER SCOOTER WITHOUT LICENSE,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5405,,5405,,BOTH,,
CHG00001194,19-3-304(1),FAILURE TO REPORT CHILD ABUSE OR NEGLECT,FAILURE TO REPORT CHILD ABUSE OR NEGLECT,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,9999,,9999,SVU,BOTH,,
CHG00001195,5-5-18,SUSPENSION OF FACILITY PRIVILEGES,SUSPENSION OF FACILITY PRIVILEGES,90Z,M,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,GENERAL,BOTH,,
CHG00001196,18-3-203(1)(E),ASSAULT-SECOND DEGREE-DRUGGING WITHOUT CONSENT,ASSAULT-SECOND DEGREE-DRUGGING WITHOUT CONSENT,13A,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Person,,1311,,1311,MCU,BOTH,,
CHG00001197,8-6-3,PUBLIC RIGHT OF WAY AND PUBLIC EASEMENT ENCROACHMENTS PROHIB,PUBLIC RIGHT OF WAY AND PUBLIC EASEMENT ENCROACHMENTS PROHIB,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,GENERAL,BOTH,,
CHG00001198,33-6-104,IMPOSITION OF PENALTY - PROCEDURES,IMPOSITION OF PENALTY - PROCEDURES,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,,BOTH,,
CHG00001199,18-3-405.3(1),SEXUAL ASSAULT CHILD-POSITION OF TRUST-MALE/MALE,SEXUAL ASSAULT CHILD-POSITION OF TRUST-MALE/MALE,11B,S,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Person,,1112,,1112,SVU,BOTH,,
CHG00001200,42-4-238,BLUE AND RED LIGHTS - ILLEGAL USE OR POSSESSION,BLUE AND RED LIGHTS - ILLEGAL USE OR POSSESSION,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5405,,5405,TRAFFIC,BOTH,,
CHG00001201,25-1-516,PUBLIC HEALTH UNLAWFUL ACTS - MIS,PUBLIC HEALTH UNLAWFUL ACTS - MIS,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,GENERAL,BOTH,,
CHG00001202,25-1-114,PUBLIC HEALTH UNLAWFUL ACTS,PUBLIC HEALTH UNLAWFUL ACTS,90Z,,2001-01-01T07:00:00Z,2020-04-16T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,GENERAL,BOTH,,
CHG00001203,2-2.5.8,ADHERENCE TO EMERGENCY ORDERS,ADHERENCE TO EMERGENCY ORDERS,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,GENERAL,BOTH,,
CHG00001204,18-4-409(2),AGGRAVATED MOTOR VEHICLE THEFT,AGGRAVATED MOTOR VEHICLE THEFT,240,,2001-01-01T07:00:00Z,2023-01-01T07:00:00Z,MISDEMEANOR,Property,,2404,,2404,GENERAL,BOTH,,
CHG00001205,18-1.3-406,CRIME OF VIOLENCE,CRIME OF VIOLENCE,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,NOT_APPLICABLE,ZZ,,9999,,9999,,BOTH,,
CHG00001206,18-5-205(2),FRAUD BY CHECK INSUFFICIENT FUNDS,FRAUD BY CHECK INSUFFICIENT FUNDS,90A,,2001-01-01T07:00:00Z,2020-12-31T07:00:00Z,MISDEMEANOR,Society,,2606,,2606,GENERAL,BOTH,,
CHG00001207,42-4-223,BRAKE EQUIPMENT,BRAKE EQUIPMENT,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00001208,42-4-1412,OPERATION OF BICYCLES OR OTHER HUMAN-POWERED VEHICLES,OPERATION OF BICYCLES OR OTHER HUMAN-POWERED VEHICLES,NOT_APPLICABLE,S,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5405,,5405,,BOTH,,
CHG00001209,18-12-302,LARGE-CAPACITY MAGAZINES PROHIBITED,LARGE-CAPACITY MAGAZINES PROHIBITED,520,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,5299,,5299,GENERAL,BOTH,,
CHG00001210,18-7-302,INDECENT EXPOSURE,INDECENT EXPOSURE,90C,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,3605,,3605,GENERAL,BOTH,,
CHG00001211,18-7-302(4),INDECENT EXPOSE/AFTER 2ND CONVICTION,INDECENT EXPOSE/AFTER 2ND CONVICTION,90C,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Society,,3605,,3605,GENERAL,BOTH,,
CHG00001212,18-5-205(3)(E),FRAUD BY CHECK-ACCT CLOSED OR ACCOUNT DOES NOT EXIST,FRAUD BY CHECK-ACCT CLOSED OR ACCOUNT DOES NOT EXIST,26A,,2001-01-01T07:00:00Z,2020-12-31T07:00:00Z,FELONY,Property,,2606,,2606,SVU,BOTH,,
CHG00001213,7-6-24,OVERNIGHT PARKING OF MOTORHOME PROHIBITED,OVERNIGHT PARKING OF MOTORHOME PROHIBITED,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,,BOTH,,
CHG00001214,18-9-104,ENGAGING IN A RIOT,ENGAGING IN A RIOT,90C,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,5311,,5311,GENERAL,BOTH,,
CHG00001215,18-9-105,DISOBEDIENCE OF PUBLIC SAFETY ORDERS UNDER RIOT CONDITIONS,DISOBEDIENCE OF PUBLIC SAFETY ORDERS UNDER RIOT CONDITIONS,90C,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,5311,,5311,GENERAL,BOTH,,
CHG00001216,4-11-4(D),AMPLIFIED MUSIC ON MALL WITHOUT LICENSE,AMPLIFIED MUSIC ON MALL WITHOUT LICENSE,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,GENERAL,BOTH,,
CHG00001217,42-2-309,UNLAWFUL ACTS,UNLAWFUL ACTS,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00001218,18-3-402(1)(A),SEXUAL ASSAULT-CAUSES SUBMISSION-RAPE MALE-MALE,SEXUAL ASSAULT-CAUSES SUBMISSION-RAPE MALE-MALE,11B,S,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Person,,1113,,1113,MCU,BOTH,,
CHG00001219,18-3-402(1)(A),SEXUAL ASSAULT-CAUSES SUBMISSION-RAPE FEMALE-FEMALE,SEXUAL ASSAULT-CAUSES SUBMISSION-RAPE FEMALE-FEMALE,11B,S,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Person,,1115,,1115,MCU,BOTH,,
CHG00001220,7-5-10(E),DRIVING ON SIDEWALK PROHIBITED,DRIVING ON SIDEWALK PROHIBITED,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5406,,5406,,BOTH,,
CHG00001221,5-6-6(B),FIREWORKS - POSS/MANUFACTURE/STORAGE/SALE/HANDLING,FIREWORKS - POSS/MANUFACTURE/STORAGE/SALE/HANDLING,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,,BOTH,,
CHG00001222,5-6-6(C),FIREWORKS - ON RESIDENTIAL PROPERTY,FIREWORKS - ON RESIDENTIAL PROPERTY,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,,BOTH,,
CHG00001223,42-4-235,MINIMUM STANDARDS FOR COMMERCIAL VEHICLES,MINIMUM STANDARDS FOR COMMERCIAL VEHICLES,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,ZZ,,5405,,5405,TRAFFIC,BOTH,,
CHG00001224,7-6-22,PARKING IN HANDICAPPED SPACE PROHIBITED,PARKING IN HANDICAPPED SPACE PROHIBITED,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,,BOTH,,
CHG00001225,5-5-17,CROSSING POLICE LINE,CROSSING POLICE LINE,90Z,M,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,GENERAL,BOTH,,
CHG00001227,18-4-401(5),THEFT - PURSE SNATCHING,THEFT - PURSE SNATCHING,23B,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Property,,2302,,2302,GENERAL,BOTH,,
CHG00001228,18-4-401(1)(A),THEFT - THEFT FROM BUILDING,THEFT - THEFT FROM BUILDING,23D,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Property,,2308,,2308,GENERAL,BOTH,,
CHG00001229,18-4-401(1)(A),THEFT - THEFT FROM COIN MACHINE,THEFT - THEFT FROM COIN MACHINE,23E,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Property,,2307,,2307,GENERAL,BOTH,,
CHG00001230,18-5-308,WIRE FRAUD,WIRE FRAUD,26E,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Property,,2608,,2608,SVU,BOTH,,
CHG00001232,18-4-401(1)(F),WELFARE FRAUD,WELFARE FRAUD,26D,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Property,,2680,,2680,SVU,BOTH,,
CHG00001226,18-4-401(5),THEFT - PICK POCKETING,THEFT - PICK POCKETING,23A,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Property,,2301,,2301,GENERAL,BOTH,,
CHG00001231,N/A,JUSTIFIABLE HOMICIDE,JUSTIFIABLE HOMICIDE,09C,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,NOT_APPLICABLE,,,980,,980,MCU,BOTH,,
CHG00001233,18-4-409(2),FIRST DEGREE MOTOR VEHICLE THEFT,AGGRAVATED MOTOR VEHICLE THEFT,240,,2001-01-01T07:00:00Z,2099-01-01T07:00:00Z,FELONY,Property,,2404,,2404,GENERAL,BOTH,,
CHG00001234,18-4-409(3)(6)(B),SECOND DEGREE MOTOR VEHICLE THEFT - ENHANCED CIRCUMSTANCE,AGGRAVATED MOTOR VEHICLE THEFT,240,,2001-01-01T07:00:00Z,2099-01-01T07:00:00Z,FELONY,Property,,2404,,2404,GENERAL,BOTH,,
CHG00001235,18-4-409(4)(6)(C),THIRD DEGREE MOTOR VEHICLE THEFT - NO ENHANCEMENT,AGGRAVATED MOTOR VEHICLE THEFT,240,,2001-01-01T07:00:00Z,2099-01-01T07:00:00Z,FELONY,Property,,2404,,2404,GENERAL,BOTH,,
CHG00001236,18-4-409(4)(A)(6),THIRD DEGREE MOTOR VEHICLE THEFT - OBTAINS/EXERCISES CONTROL,AGGRAVATED MOTOR VEHICLE THEFT,240,,2001-01-01T07:00:00Z,2099-01-01T07:00:00Z,FELONY,Property,,2404,,2404,GENERAL,BOTH,,
CHG00001237,18-4-409(4)(b)(6),THIRD DEGREE MOTOR VEHICLE THEFT -RECEIVES/RETAINS CONTROL,AGGRAVATED MOTOR VEHICLE THEFT,240,,2001-01-01T07:00:00Z,2099-01-01T07:00:00Z,FELONY,Property,,2404,,2404,GENERAL,BOTH,,
CHG00001238,18-4-409.5(2),UNAUTHORIZED USE OF A MOTOR VEHICLE,AGGRAVATED MOTOR VEHICLE THEFT,240,,2001-01-01T07:00:00Z,2099-01-01T07:00:00Z,MISDEMEANOR,Property,,2404,,2404,GENERAL,BOTH,,
CHG00001239,16-2-110,FTA-FAILURE TO APPEAR,FTA-FAILURE TO APPEAR,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Society,,5015,,5015,,BOTH,,
CHG00001240,INCIDENT - PUB SPC RECLAM,INCIDENT - PUBLIC SPACE RECLAMATION TEAM,INCIDENT - PUBLIC SPACE RECLAMATION TEAM,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,NOT_APPLICABLE,ZZ,,9999,,9999,,BOTH,,app://resources/notifications.html#app://resources/notifications.html#
CHG00001241,18-4-401(2)(H),SHOPLIFTING $20000 - <$100000,SHOPLIFTING $20000 - <$100000,23C,S,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Property,,2303,,2303,GENERAL,BOTH,,
CHG00001242,18-4-401(2)(I),SHOPLIFTING $100000 - <$1 MILLION,SHOPLIFTING $100000 - <$1 MILLION,23C,S,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Property,,2303,,2303,GENERAL,BOTH,,
CHG00001243,18-4-401(2)(J),SHOPLIFTING $1 MILLION OR MORE,SHOPLIFTING $1 MILLION OR MORE,23C,S,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Property,,2303,,2303,GENERAL,BOTH,,
CHG00001244,18-1.3-702,FTC-FAILURE TO COMPLY,FTC-FAILURE TO COMPLY,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Society,,5005,,5005,GENERAL,BOTH,,
CHG00001245,18-5.5-102(1A),COMPUTER CRIME-UNAUTHORIZED ACCESS,COMPUTER CRIME-UNAUTHORIZED ACCESS,26G,S,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Property,,2609,,2609,GENERAL,BOTH,,
CHG00001246,INCIDENT - SANE,INCIDENT - SANE,INCIDENT - SANE,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,NOT_APPLICABLE,ZZ,,9999,,9999,MCU,BOTH,,
CHG00001247,42-5-104(4),THEFT OF VEHICLE LICENSE PLATE - FEL,THEFT OF VEHICLE LICENSE PLATE - FEL,23G,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Property,,2304,,2304,GENERAL,BOTH,,
CHG00001248,18-4-409(3)(b),FIRST DEGREE MOTOR VEHICLE THEFT - THIRD OR SUBSEQUENT OFFENSE,AGGRAVATED MOTOR VEHICLE THEFT,240,,2001-01-01T07:00:00Z,2099-01-01T07:00:00Z,FELONY,Property,,2404,,2404,GENERAL,BOTH,,
CHG00001249,18-18-403.5(2)(C),UNLAWFUL POSSESSION OF A CONTROLLED SUBSTANCE,UNLAWFUL POSSESSION OF A CONTROLLED SUBSTANCE,35A,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,3599,,3599,DTF,BOTH,,
CHG00001250,42-5-104(4),THEFT OF VEHICLE LICENSE PLATE - MIS,THEFT OF VEHICLE LICENSE PLATE - MIS,23G,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Property,,2304,,2304,GENERAL,BOTH,,
CHG00001251,6-4-3.5,SMOKING PROHIBITED IN PUBLIC AREAS,SMOKING PROHIBITED IN PUBLIC AREAS,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,,BOTH,,
CHG00001252,5-5-16,TAMPERING WITH BOOT,TAMPERING WITH BOOT,90Z,M,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,GENERAL,BOTH,,
CHG00001253,18-6-803.5(1)(C)(1),VIOLATION OF A PROTECTION ORDER-FIREARM,VIOLATION OF A PROTECTION ORDER-FIREARM,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,5005,,5005,SVU,BOTH,,
CHG00001254,10-8-2,ADOPTION OF INTERNATIONAL FIRE CODE WITH MODIFICATIONS,ADOPTION OF INTERNATIONAL FIRE CODE WITH MODIFICATIONS,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,,BOTH,,
CHG00001255,42-9-104,WHEN CONSENT AND ESTIMATE REQUIRED,WHEN CONSENT AND ESTIMATE REQUIRED,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,,BOTH,,
CHG00001256,18-4-103(2)(A),ARSON-SECOND DEGREE-DAMAGE $300 OR LESS,ARSON-SECOND DEGREE-DAMAGE $300 OR LESS,200,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Property,,2099,,2099,GENERAL,BOTH,,
CHG00001257,18-4-103(2)(B),ARSON-SECOND DEGREE-DAMAGE $300 TO $999,ARSON-SECOND DEGREE-DAMAGE $300 TO $999,200,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Property,,2099,,2099,GENERAL,BOTH,,
CHG00001258,18-4-103(2)(C),ARSON-SECOND DEGREE-DAMAGE $1000 TO $1999,ARSON-SECOND DEGREE-DAMAGE $1000 TO $1999,200,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Property,,2099,,2099,GENERAL,BOTH,,
CHG00001259,18-4-103(2)(D),ARSON-SECOND DEGREE-DAMAGE $2000 TO $4999,ARSON-SECOND DEGREE-DAMAGE $2000 TO $4999,200,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Property,,2099,,2099,GENERAL,BOTH,,
CHG00001260,18-4-103(2)(E),ARSON-SECOND DEGREE-DAMAGE $5000 TO $19999,ARSON-SECOND DEGREE-DAMAGE $5000 TO $19999,200,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Property,,2099,,2099,GENERAL,BOTH,,
CHG00001261,18-4-103(2)(F),ARSON-SECOND DEGREE-DAMAGE $20K TO $100K,ARSON-SECOND DEGREE-DAMAGE $20K TO $100K,200,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Property,,2099,,2099,GENERAL,BOTH,,
CHG00001262,18-4-103(2)(G),ARSON-SECOND DEGREE-DAMAGE $100K TO $1 MILLION,ARSON-SECOND DEGREE-DAMAGE $100K TO $1 MILLION,200,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Property,,2099,,2099,GENERAL,BOTH,,
CHG00001263,12-44-102.,DEFRAUDING AN INNKEEPER - $1000+,DEFRAUDING AN INNKEEPER - $1000+,26A,,2001-01-01T07:00:00Z,2002-01-01T07:00:00Z,FELONY,Property,,2602,,2602,GENERAL,BOTH,,
